Team,Event,Name,Sex,NOC,Year,City,Sport,Medal
Poland,Men's Greco-Roman 97kg,Tadeusz Michalik,M,POL,2020,Tokyo,Wrestling,Bronze
Poland,Men's Hammer Throw,Pawel Fajdek,M,POL,2020,Tokyo,Athletics,Bronze
Poland,Men's Quadruple Sculls,Mateusz Biskup,M,POL,2024,Paris,Rowing,Bronze
Poland,Rowing Men's Lightweight Coxless Fours,Miosz Bernatajtys,M,POL,2008,Beijing,Rowing,Silver
Poland,Swimming Women's 400 metres Freestyle,Otylia Jdrzejczak,F,POL,2004,Athina,Swimming,Silver
Poland,Weightlifting Women's Super-Heavyweight,Agata Wrbel,F,POL,2000,Sydney,Weightlifting,Silver
Poland,Women's 4 x 400m Relay Team,Iga Baumgart-witan,F,POL,2020,Tokyo,Athletics,Silver
Poland,Women's 57kg,Julia Szeremeta,F,POL,2024,Paris,Boxing,Silver
Poland,Women's Javelin Throw,Maria Andrejczyk,F,POL,2020,Tokyo,Athletics,Silver
Poland,Women's Kayak Double 500m Team,Karolina Naja,F,POL,2020,Tokyo,Canoe Sprint,Silver
Poland,Women's Kayak Four 500m Team,Justyna Iskrzycka,F,POL,2020,Tokyo,Canoe Sprint,Bronze
Poland,Women's Kayak Single,Klaudia Zwolinska,F,POL,2024,Paris,Canoe Slalom,Silver
Poland,Women's Quadruple Sculls Team,Agnieszka Kobus-zawojska,F,POL,2020,Tokyo,Rowing,Silver
Poland,Women's Speed,Aleksandra Kalucka,F,POL,2024,Paris,Sport Climbing,Bronze
Poland,Women's Two Person Dinghy - 470 Team,Jolanta Ogar,F,POL,2020,Tokyo,Sailing,Silver
Poland,"Wrestling Women's Heavyweight, Freestyle",Agnieszka Wieszczek-kordus,F,POL,2008,Beijing,Wrestling,Bronze
Portugal,Men -100 kg,Jorge Fonseca,M,POR,2020,Tokyo,Judo,Bronze
Portugal,Men's Kayak Single 1000m,Fernando Pimenta,M,POR,2020,Tokyo,Canoe Sprint,Bronze
Portugal,Men's Madison,Iuri Leitao,M,POR,2024,Paris,Cycling Track,Gold
Portugal,Men's Omnium,Iuri Leitao,M,POR,2024,Paris,Cycling Track,Silver
Portugal,Women's Triple Jump,Patricia Mamona,F,POR,2020,Tokyo,Athletics,Silver
Puerto Rico,Men's Freestyle 65kg,C Rivera,M,PUR,2024,Paris,Wrestling,Bronze
Puerto Rico,Women's 100m Hurdles,Jasmine Camacho-quinn,F,PUR,2020,Tokyo,Athletics,Gold
Qatar,Men Team,Ahmed Tijan,M,QAT,2020,Tokyo,Beach Volleyball,Bronze
Qatar,Men's 96kg,H Elbakh,M,QAT,2020,Tokyo,Weightlifting,Gold
Qatar,Men's High Jump,Essa Barshim,M,QAT,2020,Tokyo,Athletics,Gold
Qatar,Weightlifting Men's Heavyweight,Asaad Saif,M,QAT,2000,Sydney,Weightlifting,Bronze
Republic of Moldova,Men -66 kg,Denis Vieru,M,MDA,2024,Paris,Judo,Bronze
Republic of Moldova,Men -73 kg,Adil Osmanov,M,MDA,2024,Paris,Judo,Bronze
Republic of Moldova,Men's Canoe Single 1000m,Serghei Tarnovschi,M,MDA,2024,Paris,Canoe Sprint,Bronze
Republic of Moldova,Women's Freestyle 57kg,Anastasia Nichita,F,MDA,2024,Paris,Wrestling,Silver
Romania,Judo Women's Lightweight,Corina Cprioriu,F,ROU,2012,London,Judo,Silver
Romania,Lightweight Women's Double Sculls,Livia Cozmiuc,F,ROU,2024,Paris,Rowing,Silver
Romania,Men's Double Sculls,Sebastian Cornea,M,ROU,2024,Paris,Rowing,Gold
Romania,Men's Four Team,Stefan Berariu,M,ROU,2020,Tokyo,Rowing,Silver
Romania,Men's Pair Team,Marius Cozmiuc,M,ROU,2020,Tokyo,Rowing,Silver
Romania,Weightlifting Women's Light-Heavyweight,Roxana Coco,F,ROU,2012,London,Weightlifting,Silver
Romania,Women's 49kg,Valentina Cambei,F,ROU,2024,Paris,Weightlifting,Silver
Romania,Women's Double Sculls,Ancuta Bodnar,F,ROU,2024,Paris,Rowing,Silver
Romania,Women's Double Sculls Team,Ancuta Bodnar,F,ROU,2020,Tokyo,Rowing,Gold
Romania,Women's Eight,Adriana Adam,F,ROU,2024,Paris,Rowing,Gold
Romania,Women's Pair,Roxana Anghel,F,ROU,2024,Paris,Rowing,Silver
Romania,Women's Г‰pГ©e Individual,Maria Popescu,F,ROU,2020,Tokyo,Fencing,Silver
Russia,10m Air Pistol Women,Vitalina Batsarashkina,F,ROC,2020,Tokyo,Shooting,Gold
Russia,10m Air Rifle Women,Anastasiia Galashina,F,ROC,2020,Tokyo,Shooting,Silver
Russia,25m Pistol Women,Vitalina Batsarashkina,F,ROC,2020,Tokyo,Shooting,Gold
Russia,50m Rifle 3 Positions Men,Sergey Kamenskiy,M,ROC,2020,Tokyo,Shooting,Silver
Russia,50m Rifle 3 Positions Women,Yulia Karimova,F,ROC,2020,Tokyo,Shooting,Bronze
Russia,Boxing Men's Lightweight,Aleksandr Maletin,M,RUS,2000,Sydney,Boxing,Bronze
Russia,Boxing Women's Lightweight,Sofya Ochigava,F,RUS,2012,London,Boxing,Silver
Russia,Boxing Women's Middleweight,Nadezhda Torlopova,F,RUS,2012,London,Boxing,Silver
Russia,"Canoeing Men's Canadian Doubles, Slalom",Mikhail Kuznetsov,M,RUS,2008,Beijing,Canoeing,Bronze
Russia,"Canoeing Men's Canadian Singles, 200 metres",Ivan Shtyl,M,RUS,2012,London,Canoeing,Bronze
Russia,"Canoeing Men's Canadian Singles, 500 metres",Maksim Opalev,M,RUS,2000,Sydney,Canoeing,Silver
Russia,"Canoeing Men's Kayak Doubles, 200 metres",Aleksandr Dyachenko,M,RUS,2012,London,Canoeing,Gold
Russia,Cycling Women's Team Sprint,Darya Shmelyova,F,RUS,2016,Rio de Janeiro,Cycling,Silver
Russia,Diving Men's Synchronized Platform,Igor Lukashin,M,RUS,2000,Sydney,Diving,Gold
Russia,Diving Men's Synchronized Springboard,Aleksandr Dobroskok,M,RUS,2000,Sydney,Diving,Silver
Russia,Diving Women's Synchronized Springboard,Vera Ilyina,F,RUS,2000,Sydney,Diving,Gold
Russia,Duet Team,Svetlana Kolesnichenko,F,ROC,2020,Tokyo,Artistic Swimming,Gold
Russia,Group All-Around Team,Anastasia Bliznyuk,F,ROC,2020,Tokyo,Rhythmic Gymnastics,Silver
Russia,Handball Women's Handball,Yekaterina Andryushina,F,RUS,2008,Beijing,Handball,Silver
Russia,Judo Women's Extra-Lightweight,Lyubov Bruletova,F,RUS,2000,Sydney,Judo,Silver
Russia,Men +100 kg,Tamerlan Bashaev,M,ROC,2020,Tokyo,Judo,Bronze
Russia,Men +80kg,Vladislav Larin,M,ROC,2020,Tokyo,Taekwondo,Gold
Russia,Men -100 kg,Niiaz Iliasov,M,ROC,2020,Tokyo,Judo,Bronze
Russia,Men -58kg,Mikhail Artamonov,M,ROC,2020,Tokyo,Taekwondo,Bronze
Russia,Men -80kg,Maksim Khramtcov,M,ROC,2020,Tokyo,Taekwondo,Gold
Russia,Men Team,Denis Bogdan,M,ROC,2020,Tokyo,Volleyball,Silver
Russia,Men's 100m Backstroke,Kliment Kolesnikov,M,ROC,2020,Tokyo,Swimming,Silver
Russia,Men's 100m Freestyle,Kliment Kolesnikov,M,ROC,2020,Tokyo,Swimming,Bronze
Russia,Men's 200m Backstroke,Evgeny Rylov,M,ROC,2020,Tokyo,Swimming,Gold
Russia,Men's 4 x 200m Freestyle Relay Team,Mikhail Dovgalyuk,M,ROC,2020,Tokyo,Swimming,Silver
Russia,Men's Feather (52-57kg),Albert Batyrgaziev,M,ROC,2020,Tokyo,Boxing,Gold
Russia,Men's Foil Team,Anton Borodachev,M,ROC,2020,Tokyo,Fencing,Silver
Russia,Men's Freestyle 57kg,Zavur Uguev,M,ROC,2020,Tokyo,Wrestling,Gold
Russia,Men's Freestyle 65kg,Gadzhimurad Rashidov,M,ROC,2020,Tokyo,Wrestling,Bronze
Russia,Men's Freestyle 74kg,Zaurbek Sidakov,M,ROC,2020,Tokyo,Wrestling,Gold
Russia,Men's Freestyle 86kg,Artur Naifonov,M,ROC,2020,Tokyo,Wrestling,Bronze
Russia,Men's Freestyle 97kg,Abdulrashid Sadulaev,M,ROC,2020,Tokyo,Wrestling,Gold
Russia,Men's Greco-Roman 130kg,Sergei Semenov,M,ROC,2020,Tokyo,Wrestling,Bronze
Russia,Men's Greco-Roman 60kg,Sergey Emelin,M,ROC,2020,Tokyo,Wrestling,Bronze
Russia,Men's Greco-Roman 97kg,Musa Evloev,M,ROC,2020,Tokyo,Wrestling,Gold
Russia,Men's Heavy (81-91kg),Muslim Gadzhimagomedov,M,ROC,2020,Tokyo,Boxing,Silver
Russia,Men's Light Heavy (75-81kg),Imam Khataev,M,ROC,2020,Tokyo,Boxing,Bronze
Russia,Men's Middle (69-75kg),Gleb Bakshi,M,ROC,2020,Tokyo,Boxing,Bronze
Russia,Men's Synchronised 10m Platform Team,Aleksandr Bondar,M,ROC,2020,Tokyo,Diving,Bronze
Russia,Men's Team,Denis Abliazin,M,ROC,2020,Tokyo,Artistic Gymnastics,Gold
Russia,Men's Vault,Denis Abliazin,M,ROC,2020,Tokyo,Artistic Gymnastics,Silver
Russia,Men's Welter (63-69kg),Andrei Zamkovoi,M,ROC,2020,Tokyo,Boxing,Bronze
Russia,Men's Г‰pГ©e Team,Sergey Bida,M,ROC,2020,Tokyo,Fencing,Silver
Russia,Mixed Doubles Team,Aslan Karatsev,M,ROC,2020,Tokyo,Tennis,Silver
Russia,"Shooting Men's Rapid-Fire Pistol, 25 metres",Sergey Alifirenko,M,RUS,2000,Sydney,Shooting,Gold
Russia,Swimming Women's 10 kilometres Open Water,Larissa Ilchenko,F,RUS,2008,Beijing,Swimming,Gold
Russia,Synchronized Swimming Women's Duet,Olga Brusnikina,F,RUS,2000,Sydney,Synchronized Swimming,Gold
Russia,Taekwondo Women's Heavyweight,Nataliya Ivanova,F,RUS,2000,Sydney,Taekwondo,Silver
Russia,Team,Vlada Chigireva,F,ROC,2020,Tokyo,Artistic Swimming,Gold
Russia,Trampolining Men's Individual,Aleksandr Moskalenko,M,RUS,2000,Sydney,Trampolining,Gold
Russia,Trampolining Women's Individual,Irina Karavayeva,F,RUS,2000,Sydney,Trampolining,Gold
Russia,Water Polo Women's Water Polo,Marina Akobiya,F,RUS,2000,Sydney,Water Polo,Bronze
Russia,Weightlifting Women's Lightweight,Marina Shainova,F,RUS,2008,Beijing,Weightlifting,Silver
Russia,Weightlifting Women's Middleweight,Valentina Popova,F,RUS,2000,Sydney,Weightlifting,Silver
Russia,Weightlifting Women's Super-Heavyweight,Tatyana Kashirina,F,RUS,2012,London,Weightlifting,Silver
Russia,Women -57kg,Tatiana Minina,F,ROC,2020,Tokyo,Taekwondo,Silver
Russia,Women -70 kg,Madina Taimazova,F,ROC,2020,Tokyo,Judo,Bronze
Russia,Women's Foil Individual,Inna Deriglazova,F,ROC,2020,Tokyo,Fencing,Silver
Russia,Women's Foil Team,Inna Deriglazova,F,ROC,2020,Tokyo,Fencing,Gold
Russia,Women's High Jump,Mariya Lasitskene,F,ROC,2020,Tokyo,Athletics,Gold
Russia,Women's Madison Team,Gulnaz Khatuntseva,F,ROC,2020,Tokyo,Cycling Track,Bronze
Russia,Women's Middle (69-75kg),Zenfira Magomedalieva,F,ROC,2020,Tokyo,Boxing,Bronze
Russia,Women's Pair Team,Elena Oriabinskaia,F,ROC,2020,Tokyo,Rowing,Silver
Russia,Women's Pole Vault,Anzhelika Sidorova,F,ROC,2020,Tokyo,Athletics,Silver
Russia,Women's Sabre Team,Olga Nikitina,F,ROC,2020,Tokyo,Fencing,Gold
Russia,Women's Single Sculls,Hanna Prakatsen,F,ROC,2020,Tokyo,Rowing,Silver
Russia,Women's Team,Liliia Akhaimova,F,ROC,2020,Tokyo,Artistic Gymnastics,Gold
Russia,Women's Team Sprint Team,Nataliia Antonova,F,ROC,2020,Tokyo,Cycling Track,Bronze
Russia,"Wrestling Women's Heavyweight, Freestyle",Gyuzel Manyurova,F,RUS,2004,Athina,Wrestling,Silver
Russia,"Wrestling Women's Light-Heavyweight, Freestyle",Nataliya Vorobyova,F,RUS,2016,Rio de Janeiro,Wrestling,Silver
Saint Lucia,Women's 100m,Julien Alfred,F,LCA,2024,Paris,Athletics,Gold
Saint Lucia,Women's 200m,Julien Alfred,F,LCA,2024,Paris,Athletics,Silver
Salinero,"Equestrianism Mixed Dressage, Team",Theodora Grunsven,F,NED,2008,Beijing,Equestrianism,Silver
San Marino,Men's Freestyle 86kg,Nazem Amine,M,SMR,2020,Tokyo,Wrestling,Bronze
San Marino,Trap Mixed Team,Marco Berti,M,SMR,2020,Tokyo,Shooting,Silver
San Marino,Trap Women,Alessandra Perilli,F,SMR,2020,Tokyo,Shooting,Bronze
Satchmo,"Equestrianism Mixed Dressage, Team",Isabelle Werth,F,GER,2008,Beijing,Equestrianism,Gold
Saudi Arabia,Men's Kumite +75kg,Tareg Hamedi,M,KSA,2020,Tokyo,Karate,Silver
Serbia,10m Air Pistol Men,Damir Mikec,M,SRB,2020,Tokyo,Shooting,Silver
Serbia,50m Rifle 3 Positions Men,Milenko Sebic,M,SRB,2020,Tokyo,Shooting,Bronze
Serbia,Basketball Men's Basketball,Stefan Birevi,M,SRB,2016,Rio de Janeiro,Basketball,Silver
Serbia,Basketball Women's Basketball,Dajana Butulija,F,SRB,2016,Rio de Janeiro,Basketball,Bronze
Serbia,"Canoeing Men's Kayak Doubles, 1,000 metres",Marko Tomievi,M,SRB,2016,Rio de Janeiro,Canoeing,Silver
Serbia,Men Team,Milan Aleksic,M,SRB,2020,Tokyo,Water Polo,Gold
Serbia,Men's Greco-Roman 87kg,Zurabi Datunashvili,M,SRB,2020,Tokyo,Wrestling,Bronze
Serbia,Swimming Men's 100 metres Butterfly,Milorad Avi,M,SRB,2008,Beijing,Swimming,Silver
Serbia,Taekwondo Women's Flyweight,Tijana Bogdanovi,F,SRB,2016,Rio de Janeiro,Taekwondo,Silver
Serbia,Taekwondo Women's Heavyweight,Milica Mandi,F,SRB,2012,London,Taekwondo,Gold
Serbia,Tennis Men's Singles,Novak Okovi,M,SRB,2008,Beijing,Tennis,Bronze
Serbia,Water Polo Men's Water Polo,Aleksandar Iri,M,SRB,2008,Beijing,Water Polo,Bronze
Serbia,Women +67kg,Milica Mandic,F,SRB,2020,Tokyo,Taekwondo,Gold
Serbia,Women -49kg,Tijana Bogdanovic,F,SRB,2020,Tokyo,Taekwondo,Bronze
Serbia,Women -67kg,Aleksandra Perisic,F,SRB,2024,Paris,Taekwondo,Silver
Serbia,Women Team,Maja Aleksic,F,SRB,2020,Tokyo,Volleyball,Bronze
Serbia,Women's Kumite -61kg,Jovana Prekovic,F,SRB,2020,Tokyo,Karate,Gold
Singapore,Men's Kite,Maximilian Maeder,M,SGP,2024,Paris,Sailing,Bronze
Singapore,Table Tennis Women's Team,Feng Wei,F,SGP,2008,Beijing,Table Tennis,Silver
Slovakia,Judo Men's Half-Lightweight,Jozef Krn,M,SVK,2004,Athina,Judo,Silver
Slovakia,Men's Canoe Single,Matej Benus,M,SVK,2024,Paris,Canoe Slalom,Bronze
Slovakia,Men's Individual Stroke Play,Rory Sabbatini,M,SVK,2020,Tokyo,Golf,Silver
Slovakia,Men's Kayak,Jakub Grigar,M,SVK,2020,Tokyo,Canoe Slalom,Silver
Slovakia,Men's Kayak Four 500m Team,Samuel Balaz,M,SVK,2020,Tokyo,Canoe Sprint,Bronze
Slovakia,Shooting Women's Trap,Zuzana Tefeekov,F,SVK,2008,Beijing,Shooting,Silver
Slovakia,Swimming Women's 100 metres Butterfly,Martina Moravcov,F,SVK,2000,Sydney,Swimming,Silver
Slovakia,Trap Women,Zuzana Rehak,F,SVK,2020,Tokyo,Shooting,Gold
Slovenia,Judo Women's Half-Middleweight,Urka Olnir,F,SLO,2004,Athina,Judo,Bronze
Slovenia,Men's Canoe,Benjamin Savsek,M,SLO,2020,Tokyo,Canoe Slalom,Gold
Slovenia,Men's Individual Time Trial,Primoz Roglic,M,SLO,2020,Tokyo,Cycling Road,Gold
Slovenia,Men's Kite,Toni Vodisek,M,SLO,2024,Paris,Sailing,Silver
Slovenia,Men's Road Race,Tadej Pogacar,M,SLO,2020,Tokyo,Cycling Road,Bronze
Slovenia,Women -63 kg,Tina Trstenjak,F,SLO,2020,Tokyo,Judo,Silver
Slovenia,Women's Boulder & Lead,Janja Garnbret,F,SLO,2024,Paris,Sport Climbing,Gold
Slovenia,Women's Combined,Janja Garnbret,F,SLO,2020,Tokyo,Sport Climbing,Gold
South Africa,Athletics Women's 800 metres,Mokgadi Semenya,F,RSA,2012,London,Athletics,Silver
South Africa,Men's 4 x 100m Relay,Akani Simbine,M,RSA,2024,Paris,Athletics,Silver
South Africa,Rugby Sevens Men's Rugby Sevens,Cecil Afrika,M,RSA,2016,Rio de Janeiro,Rugby Sevens,Bronze
South Africa,Women,Bianca Buitendag,F,RSA,2020,Tokyo,Surfing,Silver
South Africa,Women's 100m Breaststroke,Tatjana Schoenmaker,F,RSA,2020,Tokyo,Swimming,Silver
South Korea,25m Pistol Women,Minjung Kim,F,KOR,2020,Tokyo,Shooting,Silver
South Korea,Men +80kg,Don In,M,KOR,2020,Tokyo,Taekwondo,Bronze
South Korea,Men -100 kg,Guham Cho,M,KOR,2020,Tokyo,Judo,Silver
South Korea,Men -58kg,Jun Jang,M,KOR,2020,Tokyo,Taekwondo,Bronze
South Korea,Men -66 kg,Baul An,M,KOR,2020,Tokyo,Judo,Bronze
South Korea,Men -73 kg,Changrim An,M,KOR,2020,Tokyo,Judo,Bronze
South Korea,Men's Individual,Woongtae Jun,M,KOR,2020,Tokyo,Modern Pentathlon,Bronze
South Korea,Men's Sabre Team,Bongil Gu,M,KOR,2020,Tokyo,Fencing,Gold
South Korea,Men's Г‰pГ©e Team,Youngjun Kweon,M,KOR,2020,Tokyo,Fencing,Bronze
South Korea,Shooting Women's Trap,Lee Bo-na,F,KOR,2004,Athina,Shooting,Bronze
South Korea,Table Tennis Men's Team,O Sang-eun,M,KOR,2008,Beijing,Table Tennis,Bronze
South Korea,Table Tennis Women's Team,Dang Ye-seo,F,KOR,2008,Beijing,Table Tennis,Bronze
South Korea,Taekwondo Men's Featherweight,Sin Jun-sik,M,KOR,2000,Sydney,Taekwondo,Silver
South Korea,Taekwondo Men's Flyweight,Lee Dae-hun,M,KOR,2012,London,Taekwondo,Silver
South Korea,Taekwondo Men's Heavyweight,Kim Gyeong-hun,M,KOR,2000,Sydney,Taekwondo,Gold
South Korea,Taekwondo Women's Featherweight,Jung Jae-eun,F,KOR,2000,Sydney,Taekwondo,Gold
South Korea,Taekwondo Women's Flyweight,Kim So-hui,F,KOR,2016,Rio de Janeiro,Taekwondo,Gold
South Korea,Taekwondo Women's Welterweight,Lee Seon-hui,F,KOR,2000,Sydney,Taekwondo,Gold
South Korea,Weightlifting Women's Featherweight,Yoon Jin-hee,F,KOR,2008,Beijing,Weightlifting,Silver
South Korea,Women +67kg,Dabin Lee,F,KOR,2020,Tokyo,Taekwondo,Silver
South Korea,Women's Doubles Team,Soyeong Kim,F,KOR,2020,Tokyo,Badminton,Bronze
South Korea,Women's Individual,San An,F,KOR,2020,Tokyo,Archery,Gold
South Korea,Women's Sabre Team,Sooyeon Choi,F,KOR,2020,Tokyo,Fencing,Bronze
South Korea,Women's Team,San An,F,KOR,2020,Tokyo,Archery,Gold
South Korea,Women's Г‰pГ©e Team,Injeong Choi,F,KOR,2020,Tokyo,Fencing,Silver
Spain,"Canoeing Men's Kayak Doubles, 200 metres",Sal Rivero,M,ESP,2016,Rio de Janeiro,Canoeing,Gold
Spain,"Canoeing Men's Kayak Singles, 200 metres",Sal Rivero,M,ESP,2012,London,Canoeing,Silver
Spain,Men's +92kg,Ayoub Ghadfa,M,ESP,2024,Paris,Boxing,Silver
Spain,Men's 92kg,Enmanuel Reyes,M,ESP,2024,Paris,Boxing,Bronze
Spain,Men's Canoe Double 500m,Diego Dominguez,M,ESP,2024,Paris,Canoe Sprint,Bronze
Spain,Men's Combined,Alberto Gines,M,ESP,2020,Tokyo,Sport Climbing,Gold
Spain,Men's Kata,Damian Quintero,M,ESP,2020,Tokyo,Karate,Silver
Spain,Men's Kayak Four 500m,Carlos Arevalo,M,ESP,2024,Paris,Canoe Sprint,Bronze
Spain,Men's Kayak Four 500m Team,Carlos Arevalo,M,ESP,2020,Tokyo,Canoe Sprint,Silver
Spain,Men's Kayak Single,Pau Echaniz,M,ESP,2024,Paris,Canoe Slalom,Bronze
Spain,Men's One Person Dinghy (Heavyweight) - Finn,Joan Cardona,M,ESP,2020,Tokyo,Sailing,Bronze
Spain,Men's Skiff,Diego Botin,M,ESP,2024,Paris,Sailing,Gold
Spain,Men's Two Person Dinghy - 470 Team,Nicolas Rodriguez,M,ESP,2020,Tokyo,Sailing,Bronze
Spain,Shooting Women's Trap,Mara Zubizarreta,F,ESP,2004,Athina,Shooting,Silver
Spain,Taekwondo Men's Flyweight,Gabriel Prez,M,ESP,2000,Sydney,Taekwondo,Silver
Spain,Taekwondo Men's Welterweight,Nicols Hemme,M,ESP,2012,London,Taekwondo,Silver
Spain,Trap Mixed Team,Alberto Fernandez,M,ESP,2020,Tokyo,Shooting,Gold
Spain,Water Polo Women's Water Polo,Marta Pascual,F,ESP,2012,London,Water Polo,Silver
Spain,Women -49kg,Adriana Cerezo,F,ESP,2020,Tokyo,Taekwondo,Silver
Spain,Women's Doubles,Sara Sorribes,F,ESP,2024,Paris,Tennis,Bronze
Spain,Women's Kata,Sandra Sanchez,F,ESP,2020,Tokyo,Karate,Gold
Spain,Women's Kayak,Maialen Chourraut,F,ESP,2020,Tokyo,Canoe Slalom,Silver
Spain,Women's Kayak Single 200m,Teresa Portela,F,ESP,2020,Tokyo,Canoe Sprint,Silver
Spain,Women's Triple Jump,Ana Peleteiro,F,ESP,2020,Tokyo,Athletics,Bronze
Sunrise,"Equestrianism Mixed Dressage, Team",Imke Schellekens-bartels,F,NED,2008,Beijing,Equestrianism,Silver
Sweden,10m Air Rifle Men,Victor Lindgren,M,SWE,2024,Paris,Shooting,Silver
Sweden,Jumping Team,Malin Baryard-johnsson,F,SWE,2020,Tokyo,Equestrian,Gold
Sweden,Men's Discus Throw,Simon Pettersson,M,SWE,2020,Tokyo,Athletics,Silver
Sweden,Men's Pole Vault,Armand Duplantis,M,SWE,2020,Tokyo,Athletics,Gold
Sweden,Men's Two Person Dinghy - 470 Team,Fredrik Bergstrom,M,SWE,2020,Tokyo,Sailing,Silver
Sweden,Mixed Dinghy,Lovisa Karlsson,F,SWE,2024,Paris,Sailing,Bronze
Sweden,Shooting Women's Double Trap,Pia (larsson-),F,SWE,2000,Sydney,Shooting,Gold
Sweden,Women -48 kg,Tara Babulfath,F,SWE,2024,Paris,Judo,Bronze
Sweden,Women Team,Jonna Andersson,F,SWE,2020,Tokyo,Football,Silver
Sweden,Women's One Person Dinghy - Laser Radial,Josefin Olsson,F,SWE,2020,Tokyo,Sailing,Silver
Sweden,Women's Skiff,Vilma Bobeck,F,SWE,2024,Paris,Sailing,Silver
Sweden,"Wrestling Women's Featherweight, Freestyle",Sofia Mattsson,F,SWE,2016,Rio de Janeiro,Wrestling,Bronze
Sweden,"Wrestling Women's Light-Heavyweight, Freestyle",Anna (magnusson-),F,SWE,2016,Rio de Janeiro,Wrestling,Bronze
Switzerland,10m Air Rifle Women,Nina Christen,F,SUI,2020,Tokyo,Shooting,Bronze
Switzerland,50m Rifle 3 Positions Women,Nina Christen,F,SUI,2020,Tokyo,Shooting,Gold
Switzerland,Men's 100m Butterfly,Noe Ponti,M,SUI,2020,Tokyo,Swimming,Bronze
Switzerland,Men's 200m Individual Medley,Jeremy Desplanches,M,SUI,2020,Tokyo,Swimming,Bronze
Switzerland,Men's Pair,Andrin Gulich,M,SUI,2024,Paris,Rowing,Bronze
Switzerland,Women's Cross-country,Sina Frei,F,SUI,2020,Tokyo,Cycling Mountain Bike,Silver
Switzerland,Women's Doubles Team,Belinda Bencic,F,SUI,2020,Tokyo,Tennis,Silver
Switzerland,Women's Individual Time Trial,Marlen Reusser,F,SUI,2020,Tokyo,Cycling Road,Silver
Switzerland,Women's Park,Nikita Ducarroz,F,SUI,2020,Tokyo,Cycling BMX Freestyle,Bronze
Switzerland,Women's Singles,Belinda Bencic,F,SUI,2020,Tokyo,Tennis,Gold
Syria,Men's +109kg,Man Asaad,M,SYR,2020,Tokyo,Weightlifting,Bronze
Tajikistan,Boxing Women's Lightweight,Mavzuna Chorieva,F,TJK,2012,London,Boxing,Bronze
Tajikistan,Judo Men's Lightweight,Rasul Boqiev,M,TJK,2008,Beijing,Judo,Bronze
Tajikistan,Men's 92kg,Davlat Boltaev,M,TJK,2024,Paris,Boxing,Bronze
Thailand,Men's 61kg,Theerapong Silachai,M,THA,2024,Paris,Weightlifting,Silver
Thailand,Men's 73kg,Weeraphon Wichuma,M,THA,2024,Paris,Weightlifting,Silver
Thailand,Taekwondo Women's Flyweight,Yaowapa Boorapolchai,F,THA,2004,Athina,Taekwondo,Bronze
Thailand,Weightlifting Women's Featherweight,Udomporn Polsak,F,THA,2004,Athina,Weightlifting,Gold
Thailand,Weightlifting Women's Flyweight,Arlee Wiratthaworn,F,THA,2004,Athina,Weightlifting,Bronze
Thailand,Weightlifting Women's Heavyweight,Pawina Thongsuk,F,THA,2004,Athina,Weightlifting,Gold
Thailand,Weightlifting Women's Lightweight,Khassaraporn Suta,F,THA,2000,Sydney,Weightlifting,Bronze
Thailand,Women -49kg,Panipak Wongpattanakit,F,THA,2020,Tokyo,Taekwondo,Gold
Thailand,Women's 49kg,Surodchana Khambao,F,THA,2024,Paris,Weightlifting,Bronze
Thailand,Women's 66kg,Janjaem Suwannapheng,F,THA,2024,Paris,Boxing,Bronze
Thailand,Women's Light (57-60kg),Sudaporn Seesondee,F,THA,2020,Tokyo,Boxing,Bronze
Tunisia,Men -58kg,Khalil Jendoubi,M,TUN,2020,Tokyo,Taekwondo,Silver
Tunisia,Men -80kg,Firas Katoussi,M,TUN,2024,Paris,Taekwondo,Gold
Tunisia,Men's 400m Freestyle,Ahmed Hafnaoui,M,TUN,2020,Tokyo,Swimming,Gold
Tunisia,Swimming Men's 10 kilometres Open Water,Oussama Mellouli,M,TUN,2012,London,Swimming,Gold
Turkey,Athletics Men's Hammer Throw,Eref Apak,M,TUR,2004,Athina,Athletics,Bronze
Turkey,Men -68kg,Hakan Recber,M,TUR,2020,Tokyo,Taekwondo,Bronze
Turkey,Men's Freestyle 125kg,Taha Akgul,M,TUR,2020,Tokyo,Wrestling,Bronze
Turkey,Men's Greco-Roman 130kg,Riza Kayaalp,M,TUR,2020,Tokyo,Wrestling,Bronze
Turkey,Men's Individual,Mete Gazoz,M,TUR,2020,Tokyo,Archery,Gold
Turkey,Men's Kata,Ali Sofuoglu,M,TUR,2020,Tokyo,Karate,Bronze
Turkey,Men's Kumite +75kg,Ugur Aktas,M,TUR,2020,Tokyo,Karate,Bronze
Turkey,Men's Kumite -67kg,Eray Samdan,M,TUR,2020,Tokyo,Karate,Silver
Turkey,Men's Parallel Bars,Ferhat Arican,M,TUR,2020,Tokyo,Artistic Gymnastics,Bronze
Turkey,Taekwondo Men's Featherweight,Servet Tazegl,M,TUR,2008,Beijing,Taekwondo,Bronze
Turkey,Taekwondo Men's Welterweight,Bahri Tanrkulu,M,TUR,2004,Athina,Taekwondo,Silver
Turkey,Taekwondo Women's Featherweight,Hamide (-tosun),F,TUR,2000,Sydney,Taekwondo,Bronze
Turkey,Weightlifting Women's Flyweight,Nurcan Taylan,F,TUR,2004,Athina,Weightlifting,Gold
