Name,Year,Sex,Team,NOC,City,Sport,Event,Medal
Alaaeldin Abouelkassem,2012,M,Egypt,EGY,London,Fencing,"Fencing Men's Foil, Individual",Silver
Aladr Kovcsi,1952,M,Hungary,HUN,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Alain Bernard,2008,M,France,FRA,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Alain Bernard,2008,M,France,FRA,Beijing,Swimming,Swimming Men's 100 metres Freestyle,Gold
Alain Bernard,2008,M,France,FRA,Beijing,Swimming,Swimming Men's 50 metres Freestyle,Bronze
Alain Bondue,1980,M,France,FRA,Moskva,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver
Alain Boon,2020,M,Belgium,BEL,Tokyo,Hockey,Men Team,Gold
Alain Lebas,1980,M,France,FRA,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
Alain Mosconi,1968,M,France,FRA,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,Bronze
Alain Portes,1992,M,France,FRA,Barcelona,Handball,Handball Men's Handball,Bronze
Alan Campbell,2012,M,Great Britain,GBR,London,Rowing,Rowing Men's Single Sculls,Bronze
Alan Chesney,1976,M,New Zealand,NZL,Montreal,Hockey,Hockey Men's Hockey,Gold
Alan Forney,1984,M,United States,USA,Los Angeles,Rowing,Rowing Men's Coxless Fours,Silver
Alan Gregov,1992,M,Croatia,CRO,Barcelona,Basketball,Basketball Men's Basketball,Silver
Alan Grover,1968,M,Australia,AUS,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver
Alan Hatherly,2024,M,South Africa,RSA,Paris,Cycling Mountain Bike,Men's Cross-country,Bronze
Alan Jackson,1956,M,Great Britain,GBR,Melbourne,Cycling,"Cycling Men's Road Race, Team",Silver
Alan Jackson,1956,M,Great Britain,GBR,Melbourne,Cycling,"Cycling Men's Road Race, Individual",Bronze
Alan Khugayev,2012,M,Russia,RUS,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
Alan Mcclatchey,1976,M,Great Britain,GBR,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Alan Mcintyre,1976,M,New Zealand,NZL,Montreal,Hockey,Hockey Men's Hockey,Gold
Alan Minter,1972,M,Great Britain,GBR,Munich,Boxing,Boxing Men's Light-Middleweight,Bronze
Alan Mouchawar,1988,M,United States,USA,Seoul,Water Polo,Water Polo Men's Water Polo,Silver
Alan Newton,1952,M,Great Britain,GBR,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Alan Pascoe,1972,M,Great Britain,GBR,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Alan Thompson,1984,M,New Zealand,NZL,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Alan Thompson,1984,M,New Zealand,NZL,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Alan Tsagaev,2000,M,Bulgaria,BUL,Sydney,Weightlifting,Weightlifting Men's Heavyweight,Silver
Alan Warren,1972,M,Great Britain,GBR,Munich,Sailing,Sailing Mixed Two Person Keelboat,Silver
Alanna Smith,2024,F,Australia,AUS,Paris,Basketball,Women,Bronze
Alastair Gordon,2000,M,Australia,AUS,Sydney,Rowing,Rowing Men's Coxed Eights,Silver
Alastair Heathcote,2008,M,Great Britain,GBR,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Alba Rodilla,2008,F,Spain,ESP,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Alba Salom,2016,F,Spain,ESP,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
Albano Pera,1996,M,Italy,ITA,Atlanta,Shooting,Shooting Men's Double Trap,Silver
Albert Axelrod,1960,M,United States,USA,Roma,Fencing,"Fencing Men's Foil, Individual",Bronze
Albert Azaryan,1956,M,Soviet Union,URS,Melbourne,Gymnastics,Gymnastics Men's Rings,Gold
Albert Azaryan,1956,M,Soviet Union,URS,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Gold
Albert Batyrgaziev,2020,M,Russia,ROC,Tokyo,Boxing,Men's Feather (52-57kg),Gold
Albert Comas,2008,M,Spain,ESP,Beijing,Handball,Handball Men's Handball,Bronze
Albert Hedderich,1984,M,West Germany,FRG,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Gold
Albert Lawrence,1984,M,Jamaica,JAM,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Albert Llopis,1992,M,Spain,ESP,Barcelona,Football,Football Men's Football,Gold
Albert Martos,2000,M,Spain,ESP,Sydney,Football,Football Men's Football,Silver
Albert Mokeyev,1964,M,Soviet Union,URS,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Albert Mokeyev,1964,M,Soviet Union,URS,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
Albert Moreno,2008,M,Spain,ESP,Beijing,Hockey,Hockey Men's Hockey,Silver
Albert Pakeyev,1996,M,Russia,RUS,Atlanta,Boxing,Boxing Men's Flyweight,Bronze
Albert Robinson,1968,M,United States,USA,Mexico City,Boxing,Boxing Men's Featherweight,Silver
Albert Rossi,1952,M,United States,USA,Helsinki,Rowing,Rowing Men's Coxed Fours,Bronze
Albert Rust,1984,M,France,FRA,Los Angeles,Football,Football Men's Football,Gold
Albert Saritov,2016,M,Romania,ROU,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
Albert Valtin,1960,M,Soviet Union,URS,Roma,Basketball,Basketball Men's Basketball,Silver
Albert Voorn,2000,M,Netherlands,NED,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
Albert Ze,2000,M,Cameroon,CMR,Sydney,Football,Football Men's Football,Gold
Alberta Santuccio,2020,F,Italy,ITA,Tokyo,Fencing,Women's Г‰pГ©e Team,Bronze
Alberto Angelini,1996,M,Italy,ITA,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
Alberto Casal,2000,M,Spain,ESP,Sydney,Tennis,Tennis Men's Doubles,Bronze
Alberto Cisolla,2004,M,Italy,ITA,Athina,Volleyball,Volleyball Men's Volleyball,Silver
Alberto Cova,1984,M,Italy,ITA,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Gold
Alberto Danger,1976,M,Cuba,CUB,Montreal,Athletics,Athletics Men's 400 metres,Gold
Alberto Danger,1976,M,Cuba,CUB,Montreal,Athletics,Athletics Men's 800 metres,Gold
Alberto Demiddi,1968,M,Argentina,ARG,Mexico City,Rowing,Rowing Men's Single Sculls,Bronze
Alberto Fernandez,2020,M,Spain,ESP,Tokyo,Shooting,Trap Mixed Team,Gold
Alberto Fernndez,1980,M,Cuba,CUB,Moskva,Weightlifting,Weightlifting Men's Heavyweight I,Bronze
Alberto Ghibellini,1996,M,Italy,ITA,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
Alberto Gilardino,2004,M,Italy,ITA,Athina,Football,Football Men's Football,Bronze
Alberto Gines,2020,M,Spain,ESP,Tokyo,Sport Climbing,Men's Combined,Gold
Alberto Jr.,1980,M,Mexico,MEX,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Alberto Mrquez,1996,M,Spain,ESP,Atlanta,Handball,Handball Men's Handball,Bronze
Alberto Orta,2020,M,Cuba,CUB,Tokyo,Wrestling,Men's Greco-Roman 60kg,Gold
Alberto Pellegrino,1956,M,Italy,ITA,Melbourne,Fencing,"Fencing Men's epee, Team",Gold
Alberto Pigaiani,1956,M,Italy,ITA,Melbourne,Weightlifting,Weightlifting Men's Heavyweight,Bronze
Alberto Ramirez,2020,M,Colombia,COL,Tokyo,Cycling BMX Racing,Men,Bronze
Alberto Rodrguez,2008,M,Spain,ESP,Beijing,Handball,Handball Men's Handball,Bronze
Alberto Samaritani,1976,M,Italy,ITA,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
Alberto Winkler,1956,M,Italy,ITA,Melbourne,Rowing,Rowing Men's Coxed Fours,Gold
Albertus Smith,2016,M,South Africa,RSA,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
Albin Vidovi,1972,M,Yugoslavia,YUG,Munich,Handball,Handball Men's Handball,Gold
Albn Vermes,1980,M,Hungary,HUN,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,Silver
Alda Magyari,2020,F,Hungary,HUN,Tokyo,Water Polo,Women Team,Bronze
Aldair Santos,1996,M,Brazil,BRA,Atlanta,Football,Football Men's Football,Bronze
Aldis Berzins,1984,M,United States,USA,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold
Aldo Aureggi,1960,M,Italy,ITA,Roma,Fencing,"Fencing Men's Foil, Team",Silver
Aldo Dezi,1960,M,Italy,ITA,Roma,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
Aldo Eminente,1952,M,France,FRA,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Aldona Esaityt-nennien,1976,F,Soviet Union,URS,Montreal,Handball,Handball Women's Handball,Gold
Alec Potts,2016,M,Australia,AUS,Rio de Janeiro,Archery,Archery Men's Team,Bronze
Aleen Bailey,2004,F,Jamaica,JAM,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Aleia Hobbs,2020,F,United States,USA,Tokyo,Athletics,Women's 4 x 100m Relay Team,Silver
Aleix Gomez,2020,M,Spain,ESP,Tokyo,Handball,Men Team,Bronze
Alejandra Flores,2016,F,Spain,ESP,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Alejandra Guerra,1988,F,Peru,PER,Seoul,Volleyball,Volleyball Women's Volleyball,Silver
Alejandra Gulla,2004,F,Argentina,ARG,Athina,Hockey,Hockey Women's Hockey,Bronze
Alejandra Loza,2012,F,Mexico,MEX,London,Diving,Diving Women's Synchronized Platform,Silver
Alejandra Orozco,2020,F,Mexico,MEX,Tokyo,Diving,Women's Synchronised 10m Platform Team,Bronze
Alejandra Valencia,2020,F,Mexico,MEX,Tokyo,Archery,Mixed Team,Bronze
Alejandrina Hernndez,1992,F,Cuba,CUB,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold
Alejandro Daz,1992,M,Cuba,CUB,Barcelona,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
Alejandro Diaz,2024,M,Spain,ESP,Paris,Athletics,Men's Triple Jump,Gold
Alejandro Diz,1988,M,Argentina,ARG,Seoul,Volleyball,Volleyball Men's Volleyball,Bronze
Alejandro Garca,1980,M,Spain,ESP,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
Alejandro Guibot,1972,M,Cuba,CUB,Munich,Basketball,Basketball Men's Basketball,Bronze
Alejandro Iturbe,2024,M,Spain,ESP,Paris,Football,Men,Gold
Alejandro Montecchia,2004,M,Argentina,ARG,Athina,Basketball,Basketball Men's Basketball,Gold
Alejandro Ramrez,1976,M,Cuba,CUB,Montreal,Athletics,Athletics Men's 110 metres Hurdles,Silver
Alejandro Redondo,2016,M,Spain,ESP,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
Alejandro Rosillo,2024,M,Cuba,CUB,Paris,Wrestling,Men's Greco-Roman 97kg,Bronze
Aleksa Aponji,2012,M,Serbia,SRB,London,Water Polo,Water Polo Men's Water Polo,Bronze
Aleksa Avramovic,2024,M,Serbia,SRB,Paris,Basketball,Men,Bronze
Aleksandar Api,2000,M,Serbia and Montenegro,SCG,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze
Aleksandar Iri,2000,M,Serbia and Montenegro,SCG,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze
Aleksandar Khristov,1988,M,Bulgaria,BUL,Seoul,Boxing,Boxing Men's Bantamweight,Silver
Aleksandar Kozlina,1960,M,Yugoslavia,YUG,Roma,Football,Football Men's Football,Gold
Aleksandar Kraychev,1972,M,Bulgaria,BUL,Munich,Weightlifting,Weightlifting Men's Heavyweight,Silver
Aleksandar Lazarov,1972,M,Bulgaria,BUL,Munich,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
Aleksandar Nikolov,1964,M,Bulgaria,BUL,Tokyo,Boxing,Boxing Men's Light-Heavyweight,Bronze
Aleksandar Otar,1988,M,Yugoslavia,YUG,Seoul,Water Polo,Water Polo Men's Water Polo,Gold
Aleksandar Petrovi,1984,M,Yugoslavia,YUG,Los Angeles,Basketball,Basketball Men's Basketball,Bronze
Aleksandar Ratkov,2020,M,Serbia,SRB,Tokyo,3x3 Basketball,Men Team,Bronze
Aleksandar Varbanov,1988,M,Bulgaria,BUL,Seoul,Weightlifting,Weightlifting Men's Middleweight,Bronze
Aleksander Cicho,1980,M,Poland,POL,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
Aleksander Kak,1992,M,Poland,POL,Barcelona,Football,Football Men's Football,Silver
Aleksander Orevi,1996,M,Serbia and Montenegro,SCG,Atlanta,Basketball,Basketball Men's Basketball,Silver
Aleksander Sliwka,2024,M,Poland,POL,Paris,Volleyball,Men,Silver
Aleksander Tammert,2004,M,Estonia,EST,Athina,Athletics,Athletics Men's Discus Throw,Bronze
Aleksander Tutelov,1960,M,Soviet Union,URS,Roma,Sailing,Sailing Mixed One Person Dinghy,Silver
Aleksandr Abushakhmetov,1980,M,Soviet Union,URS,Moskva,Fencing,"Fencing Men's epee, Team",Bronze
Aleksandr Aksinin,1976,M,Soviet Union,URS,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Aleksandr Anufriyev,1952,M,Soviet Union,URS,Helsinki,Athletics,"Athletics Men's 10,000 metres",Bronze
Aleksandr Baryshnikov,1976,M,Soviet Union,URS,Montreal,Athletics,Athletics Men's Shot Put,Bronze
Aleksandr Beketov,1996,M,Russia,RUS,Atlanta,Fencing,"Fencing Men's epee, Team",Silver
Aleksandr Beketov,1996,M,Russia,RUS,Atlanta,Fencing,"Fencing Men's epee, Individual",Gold
Aleksandr Belov,1972,M,Soviet Union,URS,Munich,Basketball,Basketball Men's Basketball,Gold
Aleksandr Berkutov,1956,M,Soviet Union,URS,Melbourne,Rowing,Rowing Men's Double Sculls,Gold
Aleksandr Blinov,1980,M,Soviet Union,URS,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Aleksandr Blinov,1980,M,Soviet Union,URS,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
Aleksandr Bogdanovich,2008,M,Belarus,BLR,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Aleksandr Boloshev,1972,M,Soviet Union,URS,Munich,Basketball,Basketball Men's Basketball,Gold
Aleksandr Bondar,2020,M,Russia,ROC,Tokyo,Diving,Men's Synchronised 10m Platform Team,Bronze
Aleksandr Borodyuk,1988,M,Soviet Union,URS,Seoul,Football,Football Men's Football,Gold
Aleksandr Budnikov,1980,M,Soviet Union,URS,Moskva,Sailing,Sailing Mixed Three Person Keelboat,Silver
Aleksandr Butko,2012,M,Russia,RUS,London,Volleyball,Volleyball Men's Volleyball,Gold
Aleksandr Chayev,1980,M,Soviet Union,URS,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
Aleksandr Degtyaryov,1976,M,Soviet Union,URS,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Aleksandr Dityatin,1976,M,Soviet Union,URS,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Silver
Aleksandr Dityatin,1976,M,Soviet Union,URS,Montreal,Gymnastics,Gymnastics Men's Rings,Silver
Aleksandr Dobroskok,2000,M,Russia,RUS,Sydney,Diving,Diving Men's Synchronized Springboard,Silver
Aleksandr Dokturishvili,2004,M,Uzbekistan,UZB,Athina,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
Aleksandr Dolgushin,1968,M,Soviet Union,URS,Mexico City,Water Polo,Water Polo Men's Water Polo,Silver
Aleksandr Dreval,1972,M,Soviet Union,URS,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Aleksandr Dumchev,1988,M,Soviet Union,URS,Seoul,Rowing,Rowing Men's Coxed Eights,Silver
Aleksandr Dyachenko,2012,M,Russia,RUS,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
Aleksandr Fedorov,2004,M,Russia,RUS,Athina,Water Polo,Water Polo Men's Water Polo,Bronze
Aleksandr Fedorovsky,1980,M,Soviet Union,URS,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Aleksandr Gazov,1976,M,Soviet Union,URS,Montreal,Shooting,"Shooting Mixed Running Target, 50 metres",Gold
Aleksandr Gerasimov,2000,M,Russia,RUS,Sydney,Volleyball,Volleyball Men's Volleyball,Silver
Aleksandr Goncharov,1980,M,Soviet Union,URS,Moskva,Hockey,Hockey Men's Hockey,Bronze
Aleksandr Gorbatikov,2004,M,Russia,RUS,Athina,Handball,Handball Men's Handball,Bronze
Aleksandr Gusev,1980,M,Soviet Union,URS,Moskva,Hockey,Hockey Men's Hockey,Bronze
Aleksandr Ivanitsky,1964,M,Soviet Union,URS,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Aleksandr Ivanov,1976,M,Soviet Union,URS,Montreal,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
Aleksandr Kabanov,1972,M,Soviet Union,URS,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Aleksandr Karelin,1988,M,Soviet Union,URS,Seoul,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
Aleksandr Karshakevich,1980,M,Soviet Union,URS,Moskva,Handball,Handball Men's Handball,Silver
Aleksandr Kaun,2012,M,Russia,RUS,London,Basketball,Basketball Men's Basketball,Bronze
Aleksandr Kedyarov,1976,M,Soviet Union,URS,Montreal,Shooting,"Shooting Mixed Running Target, 50 metres",Silver
Aleksandr Kirichenko,1988,M,Soviet Union,URS,Seoul,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold
Aleksandr Klepikov,1976,M,Soviet Union,URS,Montreal,Rowing,Rowing Men's Coxed Fours,Gold
Aleksandr Kolobnev,2008,M,Russia,RUS,Beijing,Cycling,"Cycling Men's Road Race, Individual",Bronze
Aleksandr Kolotov,1988,M,Soviet Union,URS,Seoul,Water Polo,Water Polo Men's Water Polo,Bronze
Aleksandr Kornelyuk,1972,M,Soviet Union,URS,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Aleksandr Korneyev,2008,M,Russia,RUS,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
Aleksandr Kosaryev,2004,M,Russia,RUS,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
Aleksandr Kosenkov,1976,M,Soviet Union,URS,Montreal,Diving,Diving Men's Springboard,Bronze
Aleksandr Koshkin,1980,M,Soviet Union,URS,Moskva,Boxing,Boxing Men's Light-Middleweight,Silver
Aleksandr Kostoglod,2004,M,Russia,RUS,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
Aleksandr Kostoglod,2004,M,Russia,RUS,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
Aleksandr Kovalenko,1988,M,Soviet Union,URS,Seoul,Athletics,Athletics Men's Triple Jump,Bronze
Aleksandr Kovalyov,2004,M,Russia,RUS,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
Aleksandr Kovalyov,2004,M,Russia,RUS,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
Aleksandr Krasnov,1980,M,Soviet Union,URS,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Aleksandr Krasnykh,2020,M,Russia,ROC,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,Silver
Aleksandr Kulagin,1980,M,Soviet Union,URS,Moskva,Rowing,Rowing Men's Coxless Fours,Silver
Aleksandr Kurlovich,1988,M,Soviet Union,URS,Seoul,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Aleksandr Kurynov,1960,M,Soviet Union,URS,Roma,Weightlifting,Weightlifting Men's Middleweight,Gold
Aleksandr Lebzyak,2000,M,Russia,RUS,Sydney,Boxing,Boxing Men's Light-Heavyweight,Gold
Aleksandr Lesun,2016,M,Russia,RUS,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Aleksandr Lukyanov,1976,M,Soviet Union,URS,Montreal,Rowing,Rowing Men's Coxed Fours,Gold
Aleksandr Makarov,1980,M,Soviet Union,URS,Moskva,Athletics,Athletics Men's Javelin Throw,Silver
Aleksandr Maletin,2000,M,Russia,RUS,Sydney,Boxing,Boxing Men's Lightweight,Bronze
Aleksandr Maleyev,1972,M,Soviet Union,URS,Munich,Gymnastics,Gymnastics Men's Team All-Around,Silver
Aleksandr Martyshkin,1968,M,Soviet Union,URS,Mexico City,Rowing,Rowing Men's Coxed Eights,Bronze
Aleksandr Maseykov,1992,M,Unified Team,EUN,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
Aleksandr Medved,1964,M,Soviet Union,URS,Tokyo,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Aleksandr Melentyev,1980,M,Soviet Union,URS,Moskva,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold
Aleksandr Mikhaylin,2012,M,Russia,RUS,London,Judo,Judo Men's Heavyweight,Silver
Aleksandr Minayev,1976,M,Soviet Union,URS,Montreal,Football,Football Men's Football,Bronze
Aleksandr Miroshnichenko,1988,M,Soviet Union,URS,Seoul,Boxing,Boxing Men's Super-Heavyweight,Bronze
Aleksandr Moiseyev,1952,M,Soviet Union,URS,Helsinki,Basketball,Basketball Men's Basketball,Silver
Aleksandr Moskalenko,2000,M,Russia,RUS,Sydney,Trampolining,Trampolining Men's Individual,Gold
Aleksandr Mozhayev,1980,M,Soviet Union,URS,Moskva,Fencing,"Fencing Men's epee, Team",Bronze
Aleksandr Myasnikov,1980,M,Soviet Union,URS,Moskva,Hockey,Hockey Men's Hockey,Bronze
Aleksandr Ogorodnikov,1992,M,Unified Team,EUN,Barcelona,Water Polo,Water Polo Men's Water Polo,Bronze
Aleksandr Panfilov,1980,M,Soviet Union,URS,Moskva,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
Aleksandr Parygin,1996,M,Kazakhstan,KAZ,Atlanta,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Aleksandr Pavlov,1996,M,Belarus,BLR,Atlanta,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
Aleksandr Pavlovsky,1960,M,Soviet Union,URS,Roma,Fencing,"Fencing Men's epee, Team",Bronze
Aleksandr Perov,1976,M,Soviet Union,URS,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Aleksandr Popov,1992,M,Unified Team,EUN,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Aleksandr Popov,1992,M,Unified Team,EUN,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Aleksandr Popov,1992,M,Unified Team,EUN,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,Gold
Aleksandr Popov,1992,M,Unified Team,EUN,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,Gold
Aleksandr Portnov,1980,M,Soviet Union,URS,Moskva,Diving,Diving Men's Springboard,Gold
Aleksandr Povetkin,2004,M,Russia,RUS,Athina,Boxing,Boxing Men's Super-Heavyweight,Gold
Aleksandr Prokopenko,1980,M,Soviet Union,URS,Moskva,Football,Football Men's Football,Bronze
Aleksandr Puchkov,1980,M,Soviet Union,URS,Moskva,Athletics,Athletics Men's 110 metres Hurdles,Bronze
Aleksandr Rogov,1976,M,Soviet Union,URS,Montreal,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
Aleksandr Romankov,1976,M,Soviet Union,URS,Montreal,Fencing,"Fencing Men's Foil, Individual",Silver
Aleksandr Rymanov,1988,M,Soviet Union,URS,Seoul,Handball,Handball Men's Handball,Gold
Aleksandr Samsonov,1972,M,Soviet Union,URS,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Aleksandr Saprykin,1972,M,Soviet Union,URS,Munich,Volleyball,Volleyball Men's Volleyball,Bronze
Aleksandr Savin,1976,M,Soviet Union,URS,Montreal,Volleyball,Volleyball Men's Volleyball,Silver
Aleksandr Sema,1976,M,Soviet Union,URS,Montreal,Rowing,Rowing Men's Coxed Fours,Gold
Aleksandr Shidlovsky,1968,M,Soviet Union,URS,Mexico City,Water Polo,Water Polo Men's Water Polo,Silver
Aleksandr Shirshov,1992,M,Unified Team,EUN,Barcelona,Fencing,"Fencing Men's Sabre, Team",Gold
Aleksandr Silayev,1960,M,Soviet Union,URS,Roma,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
Aleksandr Sokolov,2012,M,Russia,RUS,London,Volleyball,Volleyball Men's Volleyball,Gold
Aleksandr Sukhorukov,2008,M,Russia,RUS,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Aleksandr Sychov,1980,M,Soviet Union,URS,Moskva,Hockey,Hockey Men's Hockey,Bronze
Aleksandr Tarasov,1956,M,Soviet Union,URS,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Aleksandr Timoshinin,1968,M,Soviet Union,URS,Mexico City,Rowing,Rowing Men's Double Sculls,Gold
Aleksandr Tkachov,1980,M,Soviet Union,URS,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold
Aleksandr Tkachov,1980,M,Soviet Union,URS,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Aleksandr Tkachov,1980,M,Soviet Union,URS,Moskva,Gymnastics,Gymnastics Men's Rings,Silver
Aleksandr Travin,1964,M,Soviet Union,URS,Tokyo,Basketball,Basketball Men's Basketball,Silver
Aleksandr Tretyakov,1996,M,Russia,RUS,Atlanta,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
Aleksandr Tuchkin,1988,M,Soviet Union,URS,Seoul,Handball,Handball Men's Handball,Gold
Aleksandr Vinogradov,1976,M,Soviet Union,URS,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Aleksandr Vinogradov,1976,M,Soviet Union,URS,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
